,block_id,device_id,device_type,hardware_multiplier,operating_system,brand_name,connectivity_tier,processor,processor_quantity,status,total_score,normalized_score,rewarded,potl_minutes,potl_percentage,potl_success,potl_success_list,potl_label,pow_success,pow_success_list,pow_label
3501,2024-08-05 02:00:00+00:00,02ecb8c9-afb9-45ca-9d58-7aafe9c83cfa,cpu,1.0,macOS,Apple,Medium Speed,M2 Max,1,Success,20099.999999999996,166.9788867243479,0.07522169,60.0,100.0,True,{True},Success,True,{True},Success
3502,2024-08-05 02:00:00+00:00,d2c80265-5ba2-4318-aa18-0db4063c5435,gpu,0.75,Linux,NVIDIA,Low Speed,GeForce RTX 4090,1,Success,15050.0,108.87725055787836,0.0490477,60.0,100.0,True,{True},Success,True,{True},Success
3503,2024-08-05 02:00:00+00:00,10d559b7-526d-44b9-af8e-21dfdef7bd47,cpu,0.75,macOS,Apple,High Speed,M2 Pro,1,Success,15150.0,125.85722059073984,0.05669695,60.0,100.0,True,{True},Success,True,{True},Success
3504,2024-08-05 02:00:00+00:00,98c3e0df-884b-47b4-8962-edf353571de1,gpu,0.25,Windows,NVIDIA,Medium Speed,GeForce RTX 3060,1,Success,5100.0,36.895280919945485,0.01662082,60.0,100.0,True,{True},Success,True,{True},Success
3505,2024-08-05 02:00:00+00:00,43a8d7e9-aaf6-4d64-bd08-e480c6617fb1,gpu,0.25,Linux,NVIDIA,High Speed,GeForce RTX 3060 Ti,1,Success,5150.0,37.25699936033711,0.01678377,60.0,100.0,True,{True},Success,True,{True},Success
3506,2024-08-05 02:00:00+00:00,fb15e84f-d2cf-4e20-abd3-ce17793d3056,gpu,0.25,Linux,NVIDIA,Medium Speed,GeForce RTX 4070,5,Failed,0.0,0.0,0.0,29.0,48.0,False,{False},Failed,True,{True},Success
3507,2024-08-05 02:00:00+00:00,f834ad00-f0e1-4c81-9eaa-e67dd88cd86e,gpu,0.4,Linux,NVIDIA,Ultra High Speed,Tesla T4,1,Success,8200.0,59.32182422422608,0.02672367,60.0,100.0,True,{True},Success,True,{True},Success
3508,2024-08-05 02:00:00+00:00,fd7772dc-85d6-40b8-a598-b4ec23c67ed8,gpu,0.25,Windows,NVIDIA,High Speed,GeForce RTX 4060 Ti,1,Success,5150.0,37.25699936033711,0.01678377,60.0,100.0,True,{True},Success,True,{True},Success
3509,2024-08-05 02:00:00+00:00,8af53bbf-bec3-4eb9-b770-ed97da0b3fd1,gpu,0.75,Linux,NVIDIA,High Speed,GeForce RTX 4090,5,Success,75150.0,543.6628159086085,0.24491262,60.0,100.0,True,{True},Success,True,{True},Success
3510,2024-08-05 02:00:00+00:00,48948354-7849-4552-9aac-e85b070dc632,gpu,0.75,Linux,NVIDIA,Medium Speed,Tesla V100S-PCIE-32GB,4,Success,60100.0,434.78556535073017,0.19586491,60.0,100.0,True,{True},Success,True,{True},Success
3511,2024-08-05 02:00:00+00:00,8a5dc85e-61cd-4da4-9f12-621a2ae9c3f4,gpu,2.0,Linux,NVIDIA,Ultra High Speed,A100-PCIE-40GB,4,Failed,0.0,0.0,0.0,58.0,98.0,False,{False},Failed,True,{True},Success
3512,2024-08-05 02:00:00+00:00,a9acd6cf-83b9-4cb5-b077-5fde73b063a2,cpu,0.75,macOS,Apple,Medium Speed,M2 Pro,1,Success,15100.0,125.44185022575391,0.05650983,60.0,100.0,True,{True},Success,True,{True},Success
